instance,algorithm,preset,gd_fixed mean,gd_fixed std,igd_fixed mean,igd_fixed std,hv_fixed mean,hv_fixed std,spread_proxy mean,spread_proxy std
A-n32-k5,NSGA2,thorough,160.03986829818626,43.88139136493672,141.53623783665938,62.878789926510684,35913.981780442475,11058.113859754953,16.17461356404811,8.473987082186396
A-n32-k5,VEGA,thorough,28.055909276221275,11.243626319380928,59.72441933088736,23.06488346937852,18663.07675863616,8131.267073794121,36.70441887703371,26.13726356901489
A-n36-k5,NSGA2,thorough,153.71333779770384,44.67383410833622,163.27926617198278,64.25284118001028,55900.01219969194,12858.90745919467,13.53436069840098,7.755560249558265
A-n36-k5,VEGA,thorough,32.633227913487865,22.22293977965565,79.24980472692587,36.21459298712028,35852.42818280381,10791.386725255818,37.031485212977074,32.85810799039803
