algorithm,Instance_size,instance_name,preset,seed,f1_distance,f2_balance_std
nsga2,small,A-n32-k5,balanced,1006,970.5594368382112,23.91453911703691
nsga2,small,A-n32-k5,balanced,1006,881.2916833237656,62.76035273992824
nsga2,small,A-n32-k5,balanced,1006,1013.5267627999219,14.225317017709791
nsga2,small,A-n32-k5,balanced,1006,983.1628346514747,21.604416928192858
nsga2,small,A-n32-k5,balanced,1006,987.6480656405082,19.58691149942552
nsga2,small,A-n32-k5,balanced,1006,986.7071579288797,19.845228575846946
nsga2,small,A-n32-k5,balanced,1006,879.7822479720207,62.831474918909024
nsga2,small,A-n32-k5,balanced,1006,1016.5063411947825,14.033441249978294
nsga2,small,A-n32-k5,balanced,1006,984.8017924974963,21.38019721398406
nsga2,small,A-n32-k5,balanced,1006,988.0059605231104,19.52338869654649
nsga2,small,A-n32-k5,balanced,1006,970.7702883172336,23.885375484173743
nsga2,small,A-n32-k5,balanced,1007,1334.548994487529,1.318288687389222
nsga2,small,A-n32-k5,balanced,1007,898.5998257430468,57.40743976583771
nsga2,small,A-n32-k5,balanced,1007,1030.6498909773961,5.460903462656307
nsga2,small,A-n32-k5,balanced,1007,1309.0449014618864,4.4894994656984775
nsga2,small,A-n32-k5,balanced,1007,991.7311462169373,23.773793874293563
nsga2,small,A-n32-k5,balanced,1007,996.3978258562663,10.013761716967505
nsga2,small,A-n32-k5,balanced,1007,958.0098839905752,30.90050676523317
nsga2,small,A-n32-k5,balanced,1007,946.5115318083635,36.67326168572583
nsga2,small,A-n32-k5,balanced,1007,919.9873592823367,44.814130274651994
nsga2,small,A-n32-k5,balanced,1007,918.2997603622408,50.47056034339949
nsga2,small,A-n32-k5,balanced,1007,968.4623034760405,27.59508238512877
nsga2,small,A-n32-k5,balanced,1007,901.5363301392607,55.63036253659587
nsga2,small,A-n32-k5,balanced,1007,917.3293615261535,50.57557752063545
nsga2,small,A-n32-k5,balanced,1007,1023.4835122677524,6.3261469124705325
nsga2,small,A-n32-k5,balanced,1007,1001.9016438540866,9.855745876300356
nsga2,small,A-n32-k5,balanced,1007,987.024776248682,25.602161185042128
nsga2,small,A-n32-k5,balanced,1007,938.9783983949818,38.93440962634507
nsga2,small,A-n32-k5,balanced,1007,931.0096017810033,41.333490936565674
nsga2,small,A-n32-k5,balanced,1007,925.9261324445132,42.91756877646003
nsga2,small,A-n32-k5,balanced,1007,1324.0758971389344,3.9173408391943445
nsga2,small,A-n32-k5,balanced,1007,1331.9677922706855,2.7037817203887777
nsga2,small,A-n32-k5,balanced,1007,934.4480102333738,40.284917258090225
nsga2,small,A-n32-k5,balanced,1007,989.372719006992,24.688996133348848
nsga2,small,A-n32-k5,balanced,1007,997.2139975275377,9.959803422366997
nsga2,small,A-n32-k5,balanced,1007,931.9830316172156,41.034675875705496
nsga2,small,A-n32-k5,balanced,1007,934.0130550690176,40.41647796551367
nsga2,small,A-n32-k5,balanced,1007,1326.2177666991442,3.4763876920707593
nsga2,small,A-n32-k5,balanced,1007,1326.4430319162598,3.174079510212536
nsga2,small,A-n32-k5,balanced,1007,1330.638836590434,3.1410376603185
nsga2,small,A-n32-k5,balanced,1007,1327.5467223793962,3.1622178718639877
nsga2,small,A-n32-k5,balanced,1007,1330.6388365904338,3.141037660318501
nsga2,small,A-n32-k5,balanced,1008,1216.0567605565668,2.0764518707339037
nsga2,small,A-n32-k5,balanced,1008,859.9754679708652,68.9840296635291
nsga2,small,A-n32-k5,balanced,1008,1077.44011657466,5.308565097180951
nsga2,small,A-n32-k5,balanced,1008,1172.4074046044448,4.819956542090739
nsga2,small,A-n32-k5,balanced,1008,887.05503654165,57.34281080968384
nsga2,small,A-n32-k5,balanced,1008,868.9245456691151,65.90049948860367
nsga2,small,A-n32-k5,balanced,1008,944.6811034268535,34.07747034810993
nsga2,small,A-n32-k5,balanced,1008,959.489664519961,29.319522718033955
nsga2,small,A-n32-k5,balanced,1008,943.7468975577035,36.979835570076816
nsga2,small,A-n32-k5,balanced,1008,924.2271313174481,37.57727587882448
nsga2,small,A-n32-k5,balanced,1008,921.4279649355055,40.1257159847434
