algorithm,Instance_size,instance_name,preset,seed,f1_distance,f2_balance_std
nsga2,small,A-n32-k5,balanced,1000,1414.8487064045762,4.183489799977981
nsga2,small,A-n32-k5,balanced,1000,847.3657294849215,88.17743638320304
nsga2,small,A-n32-k5,balanced,1000,1093.641503742564,5.206410574919848
nsga2,small,A-n32-k5,balanced,1000,1407.6771628527133,5.004670030079017
nsga2,small,A-n32-k5,balanced,1000,889.3057902099148,48.09432503057767
nsga2,small,A-n32-k5,balanced,1000,889.1000803540983,81.06140853928882
nsga2,small,A-n32-k5,balanced,1000,929.7023461335191,30.225830777960972
nsga2,small,A-n32-k5,balanced,1000,1011.2631051110618,18.14525099641291
nsga2,small,A-n32-k5,balanced,1000,975.9600039092201,21.5162850351588
nsga2,small,A-n32-k5,balanced,1000,899.4155631032761,46.88952873184276
nsga2,small,A-n32-k5,balanced,1000,906.9187065809443,41.87438978123119
nsga2,small,A-n32-k5,balanced,1000,1080.4482473387975,8.787836222893983
nsga2,small,A-n32-k5,balanced,1000,998.1326921533331,20.479581591175116
nsga2,small,A-n32-k5,balanced,1000,921.3317325734738,34.53604589187387
nsga2,small,A-n32-k5,balanced,1000,914.887503194923,37.676627061761096
nsga2,small,A-n32-k5,balanced,1000,974.9039216140112,26.561519429135863
nsga2,small,A-n32-k5,balanced,1000,960.9229354615313,29.457576868132872
nsga2,small,A-n32-k5,balanced,1000,964.2781808126799,27.25943357183095
nsga2,small,A-n32-k5,balanced,1000,1025.1289576934864,12.923650306317038
nsga2,small,A-n32-k5,balanced,1000,861.316618045319,87.85247550526792
nsga2,small,A-n32-k5,balanced,1000,1019.0721145617565,15.10240438824762
nsga2,small,A-n32-k5,balanced,1000,1063.0663394417284,10.040008751663082
nsga2,small,A-n32-k5,balanced,1000,885.866893933673,81.45647591732063
nsga2,small,A-n32-k5,balanced,1000,864.9571014751243,84.4764592843553
nsga2,small,A-n32-k5,balanced,1000,1039.6934505871814,12.856596860002673
nsga2,small,A-n32-k5,balanced,1000,1047.5640756865148,11.19605444859749
nsga2,small,A-n32-k5,balanced,1000,861.8437876584094,85.6713103257482
nsga2,small,A-n32-k5,balanced,1000,1056.4937633691509,11.156735031154208
nsga2,small,A-n32-k5,balanced,1000,961.6151204865771,29.295819363396365
nsga2,small,A-n32-k5,balanced,1000,1045.091104638309,12.025955498511399
nsga2,small,A-n32-k5,balanced,1000,974.2081038094276,26.685379764545498
nsga2,small,A-n32-k5,balanced,1000,864.0449200439593,84.61498662474264
nsga2,small,A-n32-k5,balanced,1000,1411.4143127720522,4.7130459795855
nsga2,small,A-n32-k5,balanced,1000,1408.0386926044307,4.732803415752852
nsga2,small,A-n32-k5,balanced,1000,888.155890743184,81.1748491501686
nsga2,small,A-n32-k5,balanced,1001,1213.2014200077433,1.402749876824865
nsga2,small,A-n32-k5,balanced,1001,815.1722092842286,81.27204714293859
nsga2,small,A-n32-k5,balanced,1001,851.976482258964,54.440192121990336
nsga2,small,A-n32-k5,balanced,1001,1084.852338325807,4.9879600327951366
nsga2,small,A-n32-k5,balanced,1001,1154.4270230032816,4.694905065786743
nsga2,small,A-n32-k5,balanced,1001,1036.8311969386036,13.256025530052373
nsga2,small,A-n32-k5,balanced,1001,1189.2594396544666,3.079170669825353
nsga2,small,A-n32-k5,balanced,1001,953.1682827450084,28.10855726320339
nsga2,small,A-n32-k5,balanced,1001,1162.4181801639302,3.2673597315762426
nsga2,small,A-n32-k5,balanced,1001,921.6959312935227,38.19684121642866
nsga2,small,A-n32-k5,balanced,1001,925.8515706741573,33.663229033947154
nsga2,small,A-n32-k5,balanced,1001,1022.729672811591,16.253004220414127
nsga2,small,A-n32-k5,balanced,1001,967.4940167258203,24.84583829511225
nsga2,small,A-n32-k5,balanced,1001,870.5932537643141,49.73815777060667
nsga2,small,A-n32-k5,balanced,1001,993.6496911840742,19.731677193051887
nsga2,small,A-n32-k5,balanced,1001,1004.766260552513,16.600406434183157
nsga2,small,A-n32-k5,balanced,1001,978.4612558820357,22.595371117291485
nsga2,small,A-n32-k5,balanced,1001,1194.6182032386018,2.2506912556325647
nsga2,small,A-n32-k5,balanced,1001,873.8202578448777,48.04862544525991
nsga2,small,A-n32-k5,balanced,1001,979.918418949398,20.288723634367106
nsga2,small,A-n32-k5,balanced,1001,941.2987013580039,31.487928417400568
nsga2,small,A-n32-k5,balanced,1001,891.6740775701311,43.64982287463977
nsga2,small,A-n32-k5,balanced,1001,887.3732132260028,44.644393118923375
nsga2,small,A-n32-k5,balanced,1001,1162.1304503659421,3.794380026352282
nsga2,small,A-n32-k5,balanced,1001,996.8186984917027,17.856999109937583
nsga2,small,A-n32-k5,balanced,1001,967.7293575854211,23.135803485696027
nsga2,small,A-n32-k5,balanced,1001,927.1177028800817,33.22116193605564
nsga2,small,A-n32-k5,balanced,1001,862.3587193087868,51.36148594183641
nsga2,small,A-n32-k5,balanced,1001,879.455616443934,46.70107752579721
nsga2,small,A-n32-k5,balanced,1001,1029.5489644262411,14.8161189648291
nsga2,small,A-n32-k5,balanced,1001,907.0299600823763,40.49774049634925
nsga2,small,A-n32-k5,balanced,1001,876.6318130048645,47.40624664371046
nsga2,small,A-n32-k5,balanced,1001,1154.8475388721104,4.650207848414367
nsga2,small,A-n32-k5,balanced,1001,916.5096112402372,38.910094099470996
nsga2,small,A-n32-k5,balanced,1001,933.2561274354159,32.49230464188006
nsga2,small,A-n32-k5,balanced,1001,948.9158700107641,28.990597499054648
nsga2,small,A-n32-k5,balanced,1001,895.5948355795553,43.106849657046396
nsga2,small,A-n32-k5,balanced,1001,947.8219457464081,29.78591368297489
nsga2,small,A-n32-k5,balanced,1001,853.9351886453603,54.34290461408433
nsga2,small,A-n32-k5,balanced,1001,985.4007560944117,19.88707573408475
nsga2,small,A-n32-k5,balanced,1001,1192.77969462686,2.354790787019105
nsga2,small,A-n32-k5,balanced,1001,900.7087181405516,41.71520180385986
nsga2,small,A-n32-k5,balanced,1001,864.4427516408876,50.7240121870749
nsga2,small,A-n32-k5,balanced,1001,919.7223549218883,38.455795490844
nsga2,small,A-n32-k5,balanced,1001,952.0142796555401,28.331374004392664
nsga2,small,A-n32-k5,balanced,1001,857.7989682580264,52.63460946776309
nsga2,small,A-n32-k5,balanced,1001,855.9845426244545,53.167553423372055
nsga2,small,A-n32-k5,balanced,1001,1024.3131612437655,15.811216046028102
nsga2,small,A-n32-k5,balanced,1001,1001.5664015393871,17.132039111752025
nsga2,small,A-n32-k5,balanced,1001,973.2116947304348,22.90141569817305
nsga2,small,A-n32-k5,balanced,1001,897.5868205033712,42.664645109559494
nsga2,small,A-n32-k5,balanced,1001,864.1127747523992,51.2535715503852
nsga2,small,A-n32-k5,balanced,1001,903.863138934108,41.092468411138206
nsga2,small,A-n32-k5,balanced,1001,901.8516636771702,41.485884098120316
nsga2,small,A-n32-k5,balanced,1002,1477.221230330182,5.024536336553862
nsga2,small,A-n32-k5,balanced,1002,795.2530793831646,83.21505995919978
nsga2,small,A-n32-k5,balanced,1002,1090.8570655544331,9.047391769153498
nsga2,small,A-n32-k5,balanced,1002,1438.22404742397,7.704701502555141
nsga2,small,A-n32-k5,balanced,1002,837.0535973576757,54.21642329818023
nsga2,small,A-n32-k5,balanced,1002,1045.679363523598,11.171823677228161
nsga2,small,A-n32-k5,balanced,1002,869.3715177923887,42.972421630652605
nsga2,small,A-n32-k5,balanced,1002,863.4590345884734,47.859074335225166
nsga2,small,A-n32-k5,balanced,1002,1086.713919713778,9.301578678475627
nsga2,small,A-n32-k5,balanced,1002,894.7861410159899,35.947550476173824
nsga2,small,A-n32-k5,balanced,1002,993.3588682715639,16.17638076464956
nsga2,small,A-n32-k5,balanced,1002,986.030420728374,17.945513362660385
nsga2,small,A-n32-k5,balanced,1002,883.0169979217378,39.81843416718216
nsga2,small,A-n32-k5,balanced,1002,1019.5263935841714,13.70601305825837
nsga2,small,A-n32-k5,balanced,1002,857.1503425755442,51.797833939160526
nsga2,small,A-n32-k5,balanced,1002,861.5270967155132,48.49928550893665
nsga2,small,A-n32-k5,balanced,1002,1007.6463739358041,14.044550740012127
nsga2,small,A-n32-k5,balanced,1002,964.169125190307,23.293466008610228
nsga2,small,A-n32-k5,balanced,1002,912.6284015756866,35.57475534221624
nsga2,small,A-n32-k5,balanced,1002,874.3832350778174,42.245468217100225
nsga2,small,A-n32-k5,balanced,1002,1447.3552235931613,7.578705938449172
nsga2,small,A-n32-k5,balanced,1002,1476.467791307846,5.0516581539555725
nsga2,small,A-n32-k5,balanced,1002,990.9458442146058,16.651385968185934
nsga2,small,A-n32-k5,balanced,1002,955.5456369950994,23.506679073058596
nsga2,small,A-n32-k5,balanced,1002,938.0125787532218,27.1707514354969
nsga2,small,A-n32-k5,balanced,1002,882.3169662018568,40.00959986709123
nsga2,small,A-n32-k5,balanced,1002,967.4365274261879,21.75657923776599
nsga2,small,A-n32-k5,balanced,1002,913.1279618933941,33.7032858838009
nsga2,small,A-n32-k5,balanced,1002,953.5597775877072,24.571783880411218
nsga2,small,A-n32-k5,balanced,1002,973.9189749165444,20.821866215688708
nsga2,small,A-n32-k5,balanced,1002,934.5021642726099,27.986058410875618
nsga2,small,A-n32-k5,balanced,1002,979.8254994137654,19.377159951337916
nsga2,small,A-n32-k5,balanced,1002,851.6465245777239,53.77147126595324
nsga2,small,A-n32-k5,balanced,1002,1463.1559124585492,6.085086897223041
nsga2,small,A-n32-k5,balanced,1002,1463.0418134585914,6.358134687378582
nsga2,small,A-n32-k5,balanced,1002,951.2730480105288,25.19382147283314
nsga2,small,A-n32-k5,balanced,1002,845.9526696236566,53.78773064121035
nsga2,small,A-n32-k5,balanced,1002,1450.3185204669537,6.405141170625386
nsga2,small,A-n32-k5,balanced,1002,917.9281541042023,31.98825499021195
nsga2,small,A-n32-k5,balanced,1002,1450.6876249696868,6.402232119177767
nsga2,small,A-n32-k5,balanced,1002,931.6501063493217,28.55918448564425
nsga2,small,A-n32-k5,balanced,1002,923.4465786050487,30.538542141142546
nsga2,small,A-n32-k5,balanced,1002,941.4270185152291,26.43065136702657
nsga2,small,A-n32-k5,balanced,1002,841.0507003697248,54.14111167463708
nsga2,small,A-n32-k5,balanced,1002,929.903857271891,28.963906236578357
nsga2,small,A-n32-k5,balanced,1002,916.068928830859,32.527715888584325
nsga2,small,A-n32-k5,balanced,1002,927.4829320973635,29.488679926877555
nsga2,small,A-n32-k5,balanced,1002,854.2895391803454,52.82145344073232
nsga2,small,A-n32-k5,balanced,1002,944.8860908707528,25.757996265485946
nsga2,small,A-n32-k5,balanced,1002,922.4184001850501,31.57060093686947
nsga2,small,A-n32-k5,balanced,1002,946.5427513635623,25.354819265744776
nsga2,small,A-n32-k5,balanced,1002,904.22780228988,35.65285582687262
nsga2,small,A-n32-k5,balanced,1002,974.6475532207588,20.45190412801164
nsga2,small,A-n32-k5,balanced,1002,975.3259112126595,19.77207706238763
nsga2,small,A-n32-k5,balanced,1002,942.5082192428351,26.210909413875314
nsga2,small,A-n32-k5,balanced,1003,1245.7113113907512,2.2229096205636765
nsga2,small,A-n32-k5,balanced,1003,854.9144972509159,62.13368340306502
nsga2,small,A-n32-k5,balanced,1003,1118.3698118890088,4.14717089184299
nsga2,small,A-n32-k5,balanced,1003,1240.799060003137,2.90784104378564
nsga2,small,A-n32-k5,balanced,1003,1034.477771958127,15.796640283768834
nsga2,small,A-n32-k5,balanced,1003,921.9864335058269,39.74843781151829
nsga2,small,A-n32-k5,balanced,1003,1031.0931182013076,22.99290830497135
nsga2,small,A-n32-k5,balanced,1003,1094.7454718289794,10.159144485745164
nsga2,small,A-n32-k5,balanced,1003,911.927474184493,47.10479750213844
nsga2,small,A-n32-k5,balanced,1003,1105.9266793680556,5.414583341716711
nsga2,small,A-n32-k5,balanced,1003,872.6362708327354,56.613973775882876
nsga2,small,A-n32-k5,balanced,1003,1061.7762436908545,13.870786853575034
nsga2,small,A-n32-k5,balanced,1003,911.3926830216944,48.96223872614256
nsga2,small,A-n32-k5,balanced,1003,1073.8665217719627,12.005261520391198
nsga2,small,A-n32-k5,balanced,1003,884.412643591095,54.208451195993504
nsga2,small,A-n32-k5,balanced,1003,1073.8438908390358,12.883091882362994
nsga2,small,A-n32-k5,balanced,1003,991.547386705262,28.627811472589613
nsga2,small,A-n32-k5,balanced,1003,1018.4155539579638,24.183476696413468
nsga2,small,A-n32-k5,balanced,1003,941.8129555566977,37.59083169575871
nsga2,small,A-n32-k5,balanced,1003,1007.7522229954716,26.30195398678134
nsga2,small,A-n32-k5,balanced,1003,896.6971165393427,49.69989283361434
nsga2,small,A-n32-k5,balanced,1003,887.6269729077078,51.69767382392241
nsga2,small,A-n32-k5,balanced,1003,1014.0646874605216,25.88556483043916
nsga2,small,A-n32-k5,balanced,1003,983.8059936803197,30.004352682770005
nsga2,small,A-n32-k5,balanced,1003,876.0127847126498,55.949181999508966
nsga2,small,A-n32-k5,balanced,1003,966.3770851800077,32.88916885691621
nsga2,small,A-n32-k5,balanced,1003,1026.8898162865787,23.560394013195843
nsga2,small,A-n32-k5,balanced,1003,990.0086487220772,29.662030684108526
nsga2,small,A-n32-k5,balanced,1003,1024.965503302791,24.129161136210033
nsga2,small,A-n32-k5,balanced,1003,971.913063003364,32.857286635164286
nsga2,small,A-n32-k5,balanced,1003,942.9630650913278,37.281630575725416
nsga2,small,A-n32-k5,balanced,1003,951.6963107804835,35.598321120909254
nsga2,small,A-n32-k5,balanced,1003,891.9013153556053,50.73369342822701
nsga2,small,A-n32-k5,balanced,1003,959.0047237969128,34.28738973084573
nsga2,small,A-n32-k5,balanced,1003,972.6801088160573,31.794739174042228
nsga2,small,A-n32-k5,balanced,1003,1241.7118081248914,2.7818680188670624
nsga2,small,A-n32-k5,balanced,1003,975.5161671817932,31.556053212441434
nsga2,small,A-n32-k5,balanced,1003,1245.5048671902648,2.4123655285512724
nsga2,small,A-n32-k5,balanced,1003,979.8334671369039,30.73119460977711
nsga2,small,A-n32-k5,balanced,1003,957.1902981633409,34.586428227768195
nsga2,small,A-n32-k5,balanced,1003,952.8351980553643,35.3547124108608
nsga2,small,A-n32-k5,balanced,1003,977.91997210414,31.15603065099906
nsga2,small,A-n32-k5,balanced,1003,973.4840334203152,31.689646300209798
nsga2,small,A-n32-k5,balanced,1003,958.6191833150376,34.44654293851953
nsga2,small,A-n32-k5,balanced,1004,1403.3254067849136,1.9459936691313808
nsga2,small,A-n32-k5,balanced,1004,908.6506711948733,61.331326810432465
nsga2,small,A-n32-k5,balanced,1004,1078.2915855866067,5.4060278272375015
nsga2,small,A-n32-k5,balanced,1004,1323.0001949820637,3.4881546224398488
nsga2,small,A-n32-k5,balanced,1004,916.5774482443262,47.943465779833666
nsga2,small,A-n32-k5,balanced,1004,1038.1065250867584,25.67250737575623
nsga2,small,A-n32-k5,balanced,1004,1039.481862068179,14.47972045887947
nsga2,small,A-n32-k5,balanced,1004,939.536040252224,42.19020426354192
nsga2,small,A-n32-k5,balanced,1004,1396.109175076496,2.1364232536822545
nsga2,small,A-n32-k5,balanced,1004,930.7038239400681,46.9162317366114
nsga2,small,A-n32-k5,balanced,1004,1062.398951134905,7.9946587172827455
nsga2,small,A-n32-k5,balanced,1004,1051.8991573318808,11.149350063689202
nsga2,small,A-n32-k5,balanced,1004,956.3515358499318,38.93477500861203
nsga2,small,A-n32-k5,balanced,1004,985.4570120665948,32.68506784930929
nsga2,small,A-n32-k5,balanced,1004,973.3907970780315,33.838296018302906
nsga2,small,A-n32-k5,balanced,1004,1002.1397227039147,30.73382881160798
nsga2,small,A-n32-k5,balanced,1004,1041.4881253559847,13.737792034983201
nsga2,small,A-n32-k5,balanced,1004,972.3210959885694,35.92912045310025
nsga2,small,A-n32-k5,balanced,1004,1030.89596355731,27.381555942202226
nsga2,small,A-n32-k5,balanced,1004,922.6622831209836,47.455005857624926
nsga2,small,A-n32-k5,balanced,1004,1058.0216221172716,9.47045133417409
nsga2,small,A-n32-k5,balanced,1004,1036.4013938542425,25.854658337916742
nsga2,small,A-n32-k5,balanced,1004,1022.7171641770465,29.508658827496244
nsga2,small,A-n32-k5,balanced,1004,998.6964040208696,31.86362489135684
nsga2,small,A-n32-k5,balanced,1004,1023.765854111256,28.943719105599527
nsga2,small,A-n32-k5,balanced,1004,960.0971413383133,37.95840437549568
nsga2,small,A-n32-k5,balanced,1004,1012.383164964271,30.10331262769526
nsga2,small,A-n32-k5,balanced,1004,918.2789552651877,47.776093030893534
nsga2,small,A-n32-k5,balanced,1004,999.6677168680452,31.756714326114817
nsga2,small,A-n32-k5,balanced,1004,1017.9801374659926,29.976319018456522
nsga2,small,A-n32-k5,balanced,1004,971.0870643593239,36.34271752232789
nsga2,small,A-n32-k5,balanced,1004,1396.5002684233134,2.02363257267674
nsga2,small,A-n32-k5,balanced,1004,957.9447163526011,38.38076704106918
nsga2,small,A-n32-k5,balanced,1004,965.5493336867856,37.05036257893602
nsga2,small,A-n32-k5,balanced,1004,958.1561409512572,38.34049031280117
nsga2,small,A-n32-k5,balanced,1004,968.1651870048713,36.59755301088467
nsga2,small,A-n32-k5,balanced,1004,1013.2757621369753,30.022242608661
nsga2,small,A-n32-k5,balanced,1004,963.646913974864,37.36292644372817
nsga2,small,A-n32-k5,balanced,1004,964.3430872667867,37.262746402376315
nsga2,small,A-n32-k5,balanced,1004,967.9042000925285,36.642412723639524
nsga2,small,A-n32-k5,balanced,1004,966.7447028260406,36.84166336860046
nsga2,small,A-n32-k5,balanced,1004,972.0086274866152,36.070214762027256
nsga2,small,A-n32-k5,balanced,1004,963.888277876626,37.350263470254355
nsga2,small,A-n32-k5,balanced,1004,968.0398791572177,36.631096041532274
nsga2,small,A-n32-k5,balanced,1005,1248.147367998618,2.4864606027173024
nsga2,small,A-n32-k5,balanced,1005,865.0043733726463,64.38535118247815
nsga2,small,A-n32-k5,balanced,1005,1095.1090058881641,4.882778149228297
nsga2,small,A-n32-k5,balanced,1005,972.6610228706846,25.68010816522783
nsga2,small,A-n32-k5,balanced,1005,967.1268626134873,31.78290140879755
nsga2,small,A-n32-k5,balanced,1005,984.9326354100269,20.6801745865326
nsga2,small,A-n32-k5,balanced,1005,913.0379968639587,46.58894764149517
nsga2,small,A-n32-k5,balanced,1005,932.639761621127,36.84384430606445
nsga2,small,A-n32-k5,balanced,1005,1042.4917179975293,16.04235054511336
nsga2,small,A-n32-k5,balanced,1005,872.2807125046438,56.31874109759838
nsga2,small,A-n32-k5,balanced,1005,1047.4613861354153,12.793514367540338
nsga2,small,A-n32-k5,balanced,1005,1009.2756106464417,18.494060442159473
nsga2,small,A-n32-k5,balanced,1005,1084.0867633894977,6.784204328803707
nsga2,small,A-n32-k5,balanced,1005,883.3185184982027,52.41715474877472
nsga2,small,A-n32-k5,balanced,1005,1069.4792926800606,11.32991040951929
nsga2,small,A-n32-k5,balanced,1005,951.6575331893681,33.45587488599021
nsga2,small,A-n32-k5,balanced,1005,1081.254538837495,9.892652337816623
nsga2,small,A-n32-k5,balanced,1005,903.7467872913722,49.21603989456975
nsga2,small,A-n32-k5,balanced,1005,877.4820160418948,54.977743589214604
nsga2,small,A-n32-k5,balanced,1005,999.3415511791902,19.724390261306205
nsga2,small,A-n32-k5,balanced,1005,909.4350387287302,46.973948965753976
nsga2,small,A-n32-k5,balanced,1005,1002.0921230999437,19.353912018089243
nsga2,small,A-n32-k5,balanced,1005,1070.3824171739789,10.701354219098533
nsga2,small,A-n32-k5,balanced,1005,897.0050562297018,50.295174770786886
nsga2,small,A-n32-k5,balanced,1005,898.2329315338775,49.29090779180551
nsga2,small,A-n32-k5,balanced,1005,935.6593273855854,35.621767306249154
nsga2,small,A-n32-k5,balanced,1005,874.2542888762781,56.20890896698013
nsga2,small,A-n32-k5,balanced,1005,891.400719419776,50.84625798689605
nsga2,small,A-n32-k5,balanced,1005,934.8275891852,35.699745910655224
nsga2,small,A-n32-k5,balanced,1005,1006.0732454932894,18.63804797061565
nsga2,small,A-n32-k5,balanced,1005,1077.5679864980875,10.63007003826582
nsga2,small,A-n32-k5,balanced,1005,942.538411604706,35.20982359829599
nsga2,small,A-n32-k5,balanced,1005,947.5218014085928,34.30301158893444
nsga2,small,A-n32-k5,balanced,1005,1077.5679864980877,10.630070038265819
nsga2,small,A-n32-k5,balanced,1005,887.2311484077078,51.85310658243246
nsga2,small,A-n32-k5,balanced,1005,909.9103492309454,46.929693620265084
nsga2,small,A-n32-k5,balanced,1005,1080.198269401903,9.920969536719328
nsga2,small,A-n32-k5,balanced,1005,889.3371536018849,51.382358224833354
nsga2,small,A-n32-k5,balanced,1005,945.6660592377193,34.636709576818944
nsga2,small,A-n32-k5,balanced,1005,944.0478469564509,34.92881268181485
nsga2,small,A-n32-k5,balanced,1005,942.7885807719437,35.16268824168943
nsga2,small,A-n32-k5,balanced,1006,1230.9007457299895,4.642003794725075
nsga2,small,A-n32-k5,balanced,1006,877.1663946539351,62.96825091303128
nsga2,small,A-n32-k5,balanced,1006,911.2082213485876,62.54798326303196
nsga2,small,A-n32-k5,balanced,1006,921.2348888540922,38.38071403626374
nsga2,small,A-n32-k5,balanced,1006,1100.9561512458306,4.825200081093301
nsga2,small,A-n32-k5,balanced,1006,1050.4584076312156,7.890329750350582
nsga2,small,A-n32-k5,balanced,1006,943.6849087058746,32.02646451579103
nsga2,small,A-n32-k5,balanced,1006,1086.9053817403383,5.873557804385168
nsga2,small,A-n32-k5,balanced,1006,1046.5332828981736,10.93453796472506
nsga2,small,A-n32-k5,balanced,1006,882.909895605034,62.69047451991439
nsga2,small,A-n32-k5,balanced,1006,944.0654472150102,28.10708369084692
nsga2,small,A-n32-k5,balanced,1006,1029.658848271688,11.818486391505166
nsga2,small,A-n32-k5,balanced,1006,947.7676458023456,27.37792468612633
nsga2,small,A-n32-k5,balanced,1006,992.2827667916737,17.12857377998813
nsga2,small,A-n32-k5,balanced,1006,960.2729741552213,24.80527164203424
nsga2,small,A-n32-k5,balanced,1006,1000.411688265486,15.572010060360299
nsga2,small,A-n32-k5,balanced,1006,974.3831368468454,22.84846395371265
nsga2,small,A-n32-k5,balanced,1006,959.2399127862944,25.834384704028455
nsga2,small,A-n32-k5,balanced,1006,991.3834029473214,18.728087685342604
nsga2,small,A-n32-k5,balanced,1006,1010.8881454878473,14.64208735340926
nsga2,small,A-n32-k5,balanced,1006,985.8035316745706,21.290594779844056
nsga2,small,A-n32-k5,balanced,1006,1023.2106633952174,13.505293759437016
nsga2,small,A-n32-k5,balanced,1006,952.766629668788,26.458115504551444
nsga2,small,A-n32-k5,balanced,1006,986.3492630462775,19.906790457864915
nsga2,small,A-n32-k5,balanced,1006,954.3295848107945,25.839236055585676
nsga2,small,A-n32-k5,balanced,1006,979.5499861218628,22.754060412316722
nsga2,small,A-n32-k5,balanced,1006,966.7173039007005,24.211297307230165
nsga2,small,A-n32-k5,balanced,1006,1000.1361431604518,16.87021088638956
nsga2,small,A-n32-k5,balanced,1006,1006.9662620400334,15.366379452177654
nsga2,small,A-n32-k5,balanced,1006,1000.1361431604516,16.870210886389565
nsga2,small,A-n32-k5,balanced,1006,972.7339338867697,23.754830259199753
nsga2,small,A-n32-k5,balanced,1006,1022.9630237852596,13.568387918729837
nsga2,small,A-n32-k5,balanced,1006,1017.0986251327422,14.018382078036518
nsga2,small,A-n32-k5,balanced,1006,982.329234786941,21.901823872162275
nsga2,small,A-n32-k5,balanced,1006,982.0584186369845,22.239501381902645
nsga2,small,A-n32-k5,balanced,1006,989.3439803831786,19.20089145856633
nsga2,small,A-n32-k5,balanced,1006,1008.265064634264,15.11940192435651
nsga2,small,A-n32-k5,balanced,1006,1014.5618504304775,14.079814300550952
