instance,instance_internal,category,algorithm,preset,seed,wall_clock_s,evaluations,gd,igd,spread,hv
A-n32-k5,small_01,small,NSGA2,fast,1018,10.346020936965942,12078,23.104194975121207,37.417460613589384,0.9032063753431177,11732.130254982565
A-n32-k5,small_01,small,NSGA2,fast,1016,10.725638151168823,12037,15.923015800459432,52.58904129134163,1.0046723384718779,22099.72979322255
A-n32-k5,small_01,small,NSGA2,fast,1019,10.451094150543213,12134,13.466119770051213,36.641537979933894,0.9168259172458302,28565.498591422664
A-n32-k5,small_01,small,VEGA,fast,1007,16.604687690734863,12439,47.86206052843616,292.6309265491503,0.7985720742030389,15045.02255595839
A-n32-k5,small_01,small,VEGA,fast,1004,16.69036889076233,12535,47.727864702762496,250.1989020067829,0.7949947541159624,12267.537863623184
A-n32-k5,small_01,small,VEGA,fast,1005,16.754894733428955,12535,73.65887142034126,339.65763269077405,0.8213268211970471,10084.116940522637
A-n32-k5,small_01,small,VEGA,fast,1006,16.808156967163086,12512,96.26626755410588,308.9860723599339,0.9725777587125478,0.0
A-n32-k5,small_01,small,VEGA,fast,1002,16.86460018157959,12445,70.67427202808659,343.9910036978723,0.9178694459756146,0.0
A-n32-k5,small_01,small,VEGA,fast,1003,17.001948833465576,12493,54.84352021571484,298.52939009494133,0.8138826697070326,10277.730337208144
A-n32-k5,small_01,small,VEGA,fast,1001,17.036226987838745,12448,52.30066806322482,380.8754486856484,0.8229247521822268,3035.712111347054
A-n32-k5,small_01,small,VEGA,fast,1000,17.358162879943848,12498,45.4135293445462,281.39297043053466,0.7645009640455342,5004.065056031276
A-n32-k5,small_01,small,VEGA,fast,1009,16.38043189048767,12474,55.58877978493558,310.5942308262657,0.9402917338943768,11522.8157117616
A-n32-k5,small_01,small,VEGA,fast,1011,16.24934482574463,12514,22.973370596361416,310.0744118044699,0.6767260055344292,5825.290219256236
A-n32-k5,small_01,small,VEGA,fast,1008,16.4527690410614,12490,40.63346728706997,246.7082808814102,0.7118807192192251,3701.567786998479
A-n32-k5,small_01,small,VEGA,fast,1010,16.391578912734985,12493,24.786440878380542,167.27098743188884,0.5294170001741569,4282.637617638136
A-n32-k5,small_01,small,VEGA,fast,1013,16.314720153808594,12519,50.70021723623911,109.57378219528138,0.7980928385392405,9519.679617282209
A-n32-k5,small_01,small,VEGA,fast,1012,16.57373070716858,12513,107.15460988025204,356.8289155218121,0.9821465291506668,0.0
A-n32-k5,small_01,small,VEGA,fast,1014,16.4462673664093,12510,44.96386604450742,267.6789188041095,0.8553170847241446,1759.6639208652139
A-n32-k5,small_01,small,VEGA,fast,1015,16.191007137298584,12483,41.358823098306786,231.66390658856588,0.8621976286658389,14355.68685955846
A-n32-k5,small_01,small,VEGA,fast,1016,12.455868005752563,12535,55.40811075111102,332.94974472855,0.7472755021154343,7285.849247147758
A-n32-k5,small_01,small,VEGA,fast,1017,12.46429181098938,12426,64.21610698213752,283.35462230000684,0.8486884055444304,0.0
A-n32-k5,small_01,small,VEGA,fast,1018,12.474663257598877,12540,40.58672645103977,351.67330483212095,0.9218199269239252,14819.730288031282
A-n32-k5,small_01,small,VEGA,fast,1019,12.761611938476562,12586,61.663154941256835,331.61298436725616,0.9554986990424855,10190.460732616963
A-n32-k5,small_01,small,NSGA2,balanced,1007,52.23664999008179,33400,6.597837224734639,15.118663906952749,0.8535190011297262,37346.237996236625
A-n32-k5,small_01,small,NSGA2,balanced,1006,52.86358880996704,33515,9.692225566182525,26.301510837862555,0.9050595016691632,39210.46909265492
A-n32-k5,small_01,small,NSGA2,balanced,1004,52.9976601600647,33547,10.95200791577277,16.578376643012806,0.8996716136673827,28300.449030325057
A-n32-k5,small_01,small,NSGA2,balanced,1003,53.07470417022705,33619,8.835260368499215,14.323638277717574,0.966970030201694,25514.571738648756
A-n32-k5,small_01,small,NSGA2,balanced,1001,53.166815996170044,33563,10.64706169403425,18.797916864877415,0.9146450198458356,30389.630259641253
A-n32-k5,small_01,small,NSGA2,balanced,1000,53.17754602432251,33663,8.488700148995779,17.39700683757294,0.9479250823700692,29538.08979964849
A-n32-k5,small_01,small,NSGA2,balanced,1005,53.5663058757782,33635,13.31886976225918,12.085705163653905,1.0057726647742338,16122.736306066896
A-n32-k5,small_01,small,NSGA2,balanced,1002,53.558534145355225,33424,10.497215677104167,19.699153181000458,1.029881839821092,22052.284286024555
A-n32-k5,small_01,small,NSGA2,balanced,1008,54.6505708694458,33248,13.335764411996823,21.935586369370725,0.9527495383457896,28612.477200638215
A-n32-k5,small_01,small,NSGA2,balanced,1009,54.54959583282471,33510,16.68880651690551,17.429576849873595,0.8396294057134125,19061.104132471162
A-n32-k5,small_01,small,NSGA2,balanced,1013,54.31149411201477,33206,8.088988990387525,16.843158490129,0.8564066618162074,32684.022404535208
A-n32-k5,small_01,small,NSGA2,balanced,1010,54.59410524368286,33307,7.4064672050482585,10.231120017577334,0.7785912420810187,33381.96260081885
A-n32-k5,small_01,small,NSGA2,balanced,1012,54.575748920440674,33294,9.247629095264355,9.097358410088953,0.8156167088978389,25877.661694690712
A-n32-k5,small_01,small,NSGA2,balanced,1015,54.67200422286987,33219,9.246076544128037,11.047151473217385,0.9353247383903569,23158.854689254942
A-n32-k5,small_01,small,NSGA2,balanced,1014,54.71743893623352,33424,7.157750111081704,27.365218230936534,1.2454762004112068,13038.662733500722
A-n32-k5,small_01,small,NSGA2,balanced,1011,55.56113886833191,33949,11.984222134988388,21.153520643326345,0.8696123649961337,28681.67661567374
A-n32-k5,small_01,small,NSGA2,balanced,1018,34.75669193267822,33530,14.842138966924335,30.223235267742535,1.105489080534908,17576.29368818021
A-n32-k5,small_01,small,NSGA2,balanced,1016,35.37423324584961,33415,16.72253050807422,28.487049120327885,0.9716914314649193,18702.13595427004
A-n32-k5,small_01,small,NSGA2,balanced,1017,34.958300828933716,33385,6.292188442032738,13.166130284024549,0.9113081935906596,26659.127122546914
A-n32-k5,small_01,small,NSGA2,balanced,1019,34.896612882614136,33762,6.697425669880588,8.16986614080975,0.8672247832249289,28503.188772696594
A-n32-k5,small_01,small,VEGA,balanced,1004,59.161303758621216,34669,50.89734129487082,237.24629089803625,0.8013162974216407,7820.753999000733
A-n32-k5,small_01,small,VEGA,balanced,1007,59.18682909011841,34613,56.205349062617564,237.10777095220905,0.7440122356061464,10654.020721544553
A-n32-k5,small_01,small,VEGA,balanced,1000,59.392035245895386,34632,70.29534527274231,321.38466129786246,0.8167038341366594,0.0
A-n32-k5,small_01,small,VEGA,balanced,1002,59.47512698173523,34786,46.58902139786594,338.31145458763825,0.8746762190524605,3872.4548580722635
A-n32-k5,small_01,small,VEGA,balanced,1006,59.533013105392456,34561,64.4516275446748,236.106028505809,0.7981675226432631,13455.436577267357
A-n32-k5,small_01,small,VEGA,balanced,1005,59.61135792732239,34649,49.816793817890236,204.32863216100435,0.8729501460801177,16831.94825149585
A-n32-k5,small_01,small,VEGA,balanced,1001,59.6617431640625,34732,53.57515284690991,233.06089032508785,0.890657487865116,13876.669652352652
A-n32-k5,small_01,small,VEGA,balanced,1003,59.72057580947876,34612,54.3094299044815,247.4468169048573,0.8268011259740703,15885.389150513083
A-n32-k5,small_01,small,VEGA,balanced,1008,32.48677182197571,34703,62.478569299966885,224.57507782021108,0.8234146433821607,10256.767249160152
A-n32-k5,small_01,small,VEGA,balanced,1010,32.2876091003418,34705,63.1603992485995,315.13773532206085,0.734550555827086,0.0
A-n32-k5,small_01,small,VEGA,balanced,1012,32.16209173202515,34391,54.14996437243975,313.79993714542576,0.9016963024640715,10266.78295243137
A-n32-k5,small_01,small,VEGA,balanced,1014,32.09381723403931,34683,65.7955503060991,268.7463784574889,1.0502533293863705,0.0
A-n32-k5,small_01,small,VEGA,balanced,1009,32.51438593864441,34723,39.40725284927354,277.31543731171723,0.9052080787364605,14968.266083469538
A-n32-k5,small_01,small,VEGA,balanced,1013,32.27964806556702,34723,63.32395147860298,237.11522351681282,0.8879560478264195,9899.738249395092
A-n32-k5,small_01,small,VEGA,balanced,1015,32.315518856048584,34718,47.10072590168088,202.93022115247666,0.814225786218093,15370.121008457116
A-n32-k5,small_01,small,VEGA,balanced,1011,32.603200912475586,34695,44.90023182651022,273.4723902353497,0.8046091989819706,7174.972061987634
A-n32-k5,small_01,small,VEGA,balanced,1016,22.064738035202026,34526,51.50964036543088,265.01618654031824,0.821025017955776,12590.910717910248
A-n32-k5,small_01,small,VEGA,balanced,1017,22.050045013427734,34637,39.75582540144489,346.91213991753773,0.9851044437216607,16010.357593106779
A-n32-k5,small_01,small,VEGA,balanced,1019,22.012728214263916,34631,63.01097188038373,294.8098070095362,0.8766275665234623,16939.70937574529
A-n32-k5,small_01,small,VEGA,balanced,1018,22.10967779159546,34546,51.56306416322101,253.7121143564987,0.7429552189894856,5855.912296144837
A-n32-k5,small_01,small,NSGA2,thorough,1002,73.68172311782837,74483,4.3582963203141265,6.613108144615019,0.8683059414195129,33524.79105618804
A-n32-k5,small_01,small,NSGA2,thorough,1006,73.67465615272522,75079,7.335096339533155,6.343206929789311,0.9551973196405765,12651.552844910779
A-n32-k5,small_01,small,NSGA2,thorough,1005,73.7856559753418,74433,5.904103786307286,6.68969228824905,1.1353487892260778,8016.6056685328995
A-n32-k5,small_01,small,NSGA2,thorough,1003,73.79141497612,74638,2.9476190787199994,4.367271207986908,1.1575121729695579,10539.41208619478
A-n32-k5,small_01,small,NSGA2,thorough,1004,73.86798572540283,74871,4.407279396435455,4.165969405010416,1.0282578233153212,17947.272343929875
A-n32-k5,small_01,small,NSGA2,thorough,1000,74.11338210105896,74943,12.443950383061402,7.451799291806937,1.0437733618772322,6305.072241329236
A-n32-k5,small_01,small,NSGA2,thorough,1007,74.86747694015503,75308,4.790646817771518,8.533086595409886,0.8792200882482687,28173.86669090895
A-n32-k5,small_01,small,NSGA2,thorough,1001,74.99156093597412,76121,8.77247000821891,9.844101569312446,1.242851835613327,0.0
A-n32-k5,small_01,small,NSGA2,thorough,1009,71.35052227973938,74963,1.550213144149172,4.540273812183841,0.9884112327017246,28304.472934793615
A-n32-k5,small_01,small,NSGA2,thorough,1011,71.53560614585876,74260,6.063437498681609,11.357953228398294,0.8714461613344441,33872.891606544355
A-n32-k5,small_01,small,NSGA2,thorough,1012,71.50854396820068,74882,1.7611050644254964,11.105129783556553,0.8941961103035152,40448.56744145276
A-n32-k5,small_01,small,NSGA2,thorough,1013,71.54870820045471,74812,4.922543488562456,10.716596141423942,0.7860069447289704,36213.78165226496
A-n32-k5,small_01,small,NSGA2,thorough,1010,71.92424607276917,74776,3.483898585519669,7.1877622240652705,1.1118011757055242,16474.485512003972
A-n32-k5,small_01,small,NSGA2,thorough,1008,72.20162916183472,75144,5.2720846693941015,8.437090499595138,1.1947735756069795,19807.03990452068
A-n32-k5,small_01,small,NSGA2,thorough,1015,71.28137612342834,74820,4.922986147823017,6.218645651914957,1.0332852766899274,17659.171772902464
A-n32-k5,small_01,small,NSGA2,thorough,1014,71.72002816200256,75197,8.719338522332334,5.33649993148999,1.030874778657326,10215.561830973751
A-n32-k5,small_01,small,NSGA2,thorough,1016,51.33129811286926,74350,2.4185971863234683,9.441023975689726,1.0625507298126122,32076.392650323447
A-n32-k5,small_01,small,NSGA2,thorough,1018,51.23086428642273,74205,4.1047709279206295,10.051371389962718,0.8696418173391438,38946.52810083997
A-n32-k5,small_01,small,NSGA2,thorough,1017,51.34819293022156,74714,1.7105546849282052,9.936323056825067,0.945106801784891,37230.453868920195
A-n32-k5,small_01,small,NSGA2,thorough,1019,51.14161992073059,74067,4.709189672829218,6.4648706185296465,0.8190721175056099,34298.81540638087
A-n32-k5,small_01,small,VEGA,thorough,1003,71.76268291473389,77509,47.16543989844748,232.9127771889689,0.9410409214649534,12890.960166059922
A-n32-k5,small_01,small,VEGA,thorough,1007,71.86266899108887,77306,47.9898090360171,284.4438917762401,0.8235460802086808,2454.5929823150736
A-n32-k5,small_01,small,VEGA,thorough,1001,71.96625399589539,77805,51.78528301811212,281.4901772895628,0.815482204959589,5389.160955547149
A-n32-k5,small_01,small,VEGA,thorough,1005,71.95986914634705,77546,42.110743545997295,202.31968487559493,0.6380697856759733,3597.384700092405
A-n32-k5,small_01,small,VEGA,thorough,1004,72.00096225738525,77772,52.21769671859865,252.55687400627622,0.8256628269528885,11051.568954659335
A-n32-k5,small_01,small,VEGA,thorough,1000,72.16654586791992,77387,57.89769501141856,302.48033454124146,0.7685164642583249,0.0
A-n32-k5,small_01,small,VEGA,thorough,1006,72.20058393478394,77552,60.70014015278618,309.24125497264345,0.8851449452055601,12744.717479650122
A-n32-k5,small_01,small,VEGA,thorough,1002,72.37861895561218,77567,45.92242558363912,217.66806628087934,0.9121973893636475,18759.300755179465
A-n32-k5,small_01,small,VEGA,thorough,1009,71.9706621170044,77605,40.375764376126234,205.1174559179236,0.7955032433225933,6191.072593101991
A-n32-k5,small_01,small,VEGA,thorough,1011,72.05971693992615,77476,52.50842718064895,206.78218473528747,0.9054813551347626,10642.963641420016
A-n32-k5,small_01,small,VEGA,thorough,1010,72.15411257743835,77623,79.30385041225335,283.08532696375687,0.9084732809902057,0.0
A-n32-k5,small_01,small,VEGA,thorough,1012,72.10319495201111,77661,52.6011710683019,234.80596135276278,0.9354664243249573,13855.41949802835
A-n32-k5,small_01,small,VEGA,thorough,1008,72.41569113731384,77605,54.00913292878478,274.93986941369775,0.6974459458554022,7291.68864164063
A-n32-k5,small_01,small,VEGA,thorough,1013,72.25727009773254,77654,49.358039032906014,250.6516598104203,0.8766127023234279,17511.473821886077
A-n32-k5,small_01,small,VEGA,thorough,1015,72.25941920280457,77556,59.436899204656775,243.224584530094,0.7828043421111677,8620.035401288784
A-n32-k5,small_01,small,VEGA,thorough,1014,72.39376711845398,77593,39.888353367970026,219.0158622439745,0.9396155975634249,9497.360262160022
A-n32-k5,small_01,small,VEGA,thorough,1016,52.4100079536438,77557,52.2424761742099,131.3646067524459,0.6938850126315661,20089.39928146025
A-n32-k5,small_01,small,VEGA,thorough,1019,52.23949074745178,77337,59.10769176393383,303.2265641915558,0.7915786829800763,6267.221325096502
A-n32-k5,small_01,small,VEGA,thorough,1017,52.3724410533905,77478,56.74284610864526,321.707751833626,0.8389946903487618,7399.958700644631
A-n32-k5,small_01,small,VEGA,thorough,1018,52.630093812942505,77535,44.38820074514218,273.1874007838162,0.861923854864263,3312.0606403751435
A-n36-k5,small_02,small,NSGA2,fast,1004,8.808007955551147,11974,12.325756983824588,27.948562842861364,0.7481955633276716,5683.099066324512
A-n36-k5,small_02,small,NSGA2,fast,1002,8.831561803817749,12159,22.316233553993964,27.149113712084798,0.9737855978475344,0.0
A-n36-k5,small_02,small,NSGA2,fast,1003,8.869996070861816,12384,124.56846780503902,20.456690814767853,1.0787489657970464,0.0
A-n36-k5,small_02,small,NSGA2,fast,1005,8.874392032623291,12195,22.210490965876065,36.93138992532237,1.0043837243538958,0.0
A-n36-k5,small_02,small,NSGA2,fast,1000,8.971129179000854,12076,68.21693498319843,84.57940809603856,1.021824237634071,0.0
A-n36-k5,small_02,small,NSGA2,fast,1006,8.95551609992981,12247,41.47896908245363,41.18750194169508,0.9673449631684181,0.0
A-n36-k5,small_02,small,NSGA2,fast,1001,9.04556393623352,12275,59.19277764099816,51.4214642352321,1.0681797600505023,0.0
A-n36-k5,small_02,small,NSGA2,fast,1007,9.031093120574951,12295,96.77791471896589,25.094580313579506,0.9997199883689362,0.0
A-n36-k5,small_02,small,NSGA2,fast,1009,8.960754871368408,12240,28.170310553105157,26.6075481453105,0.8625143193818713,0.0
A-n36-k5,small_02,small,NSGA2,fast,1008,9.038057327270508,12245,34.14032822776366,54.09240536336044,1.0547812430992256,0.0
A-n36-k5,small_02,small,NSGA2,fast,1012,8.932552337646484,12115,14.431439726831472,16.80391956898651,0.8571404206255931,3878.88791934415
A-n36-k5,small_02,small,NSGA2,fast,1010,9.04101300239563,12192,18.780905934559584,40.18306637908017,0.9191397988611398,0.0
A-n36-k5,small_02,small,NSGA2,fast,1013,8.952614068984985,12224,11.311865736419582,35.70193723705623,1.0165232759082288,1360.615282500302
A-n36-k5,small_02,small,NSGA2,fast,1011,9.059886932373047,12171,9.139105530140647,27.011047393201203,0.9462168797888905,3970.2442887255716
A-n36-k5,small_02,small,NSGA2,fast,1014,8.916148900985718,12284,82.66114903532457,34.72680031140099,1.0701575715285971,0.0
A-n36-k5,small_02,small,NSGA2,fast,1015,8.999191999435425,12128,6.6654426525679815,29.097624769213017,0.9322452703123881,5980.504000008017
A-n36-k5,small_02,small,NSGA2,fast,1017,6.381096124649048,12011,30.83255470949542,25.157585010105535,1.0163838433728494,0.0
A-n36-k5,small_02,small,NSGA2,fast,1016,6.522794961929321,12180,13.475657280486761,22.660528135668265,0.8041755677487339,2546.867224367407
A-n36-k5,small_02,small,NSGA2,fast,1018,6.457698106765747,12250,18.07758104490359,39.709102524203495,0.9656196862324147,0.0
A-n36-k5,small_02,small,NSGA2,fast,1019,6.488160848617554,12289,5.747893511927394,16.952162168608155,0.8867069366015848,5797.649230295294
A-n36-k5,small_02,small,VEGA,fast,1005,8.809139966964722,12462,90.11509528405927,281.5636037668823,0.9654974872545972,0.0
A-n36-k5,small_02,small,VEGA,fast,1001,8.854120969772339,12493,129.68954909266034,288.60942286792846,0.9180428715385006,0.0
A-n36-k5,small_02,small,VEGA,fast,1000,8.928555011749268,12556,151.69236656110849,298.72366469260464,0.9027480074764485,0.0
A-n36-k5,small_02,small,VEGA,fast,1007,8.904129981994629,12568,30.335357477972963,191.4733013648449,0.8874636978677162,810.2677391390923
A-n36-k5,small_02,small,VEGA,fast,1004,8.987904071807861,12592,116.87623998941494,178.0675648811086,0.805470364141444,0.0
A-n36-k5,small_02,small,VEGA,fast,1003,9.01126217842102,12583,225.12758794886923,317.92357751530005,0.9083179827591412,0.0
A-n36-k5,small_02,small,VEGA,fast,1002,9.025325059890747,12571,138.99498025967435,195.51659873411091,0.931970505114159,0.0
A-n36-k5,small_02,small,VEGA,fast,1006,9.00505518913269,12554,210.51212403387805,290.44306791932695,0.7873190500583608,0.0
A-n36-k5,small_02,small,VEGA,fast,1009,9.11406922340393,12580,115.85144184453175,208.42434694514253,0.8466821582188071,0.0
A-n36-k5,small_02,small,VEGA,fast,1010,9.05063796043396,12486,162.33300061246794,269.89002686327774,0.9533874268726266,0.0
A-n36-k5,small_02,small,VEGA,fast,1008,9.153648138046265,12557,200.1996765515771,302.0723896498271,0.926259367908566,0.0
A-n36-k5,small_02,small,VEGA,fast,1011,9.119928121566772,12508,172.07098097707438,225.0805659372648,0.8748390491916481,0.0
A-n36-k5,small_02,small,VEGA,fast,1012,9.09031891822815,12572,52.761164874493886,183.1827329203559,0.8547686368004123,0.0
A-n36-k5,small_02,small,VEGA,fast,1014,9.10879898071289,12558,225.59530346622304,180.30044806256777,0.8395381651985958,0.0
A-n36-k5,small_02,small,VEGA,fast,1013,9.146631002426147,12533,236.28536408335574,319.09252324402246,0.9576597801049942,0.0
A-n36-k5,small_02,small,VEGA,fast,1015,9.248170852661133,12584,206.92432003850317,298.2349467795711,0.9657725043359554,0.0
A-n36-k5,small_02,small,VEGA,fast,1017,6.5625081062316895,12457,142.8829839873281,272.45643690729514,0.8249937617847751,0.0
A-n36-k5,small_02,small,VEGA,fast,1018,6.591801166534424,12555,196.08049676424727,332.0446917627873,0.8656692237660423,0.0
A-n36-k5,small_02,small,VEGA,fast,1016,6.638469934463501,12558,199.20520315073944,281.590833311124,0.928966829774777,0.0
A-n36-k5,small_02,small,VEGA,fast,1019,6.618478059768677,12579,91.24556760741366,188.93923945038156,0.734102219549428,0.0
A-n36-k5,small_02,small,NSGA2,balanced,1005,29.730648279190063,33414,6.207465483697132,30.5999914739858,1.1648419819709506,0.0
A-n36-k5,small_02,small,NSGA2,balanced,1002,29.871669054031372,34002,33.13409784975136,16.016727858632027,1.0894410975076818,0.0
A-n36-k5,small_02,small,NSGA2,balanced,1006,29.89220690727234,33769,33.94569953638052,12.734694762082743,1.062724248146974,0.0
A-n36-k5,small_02,small,NSGA2,balanced,1004,29.925447940826416,34018,35.83292569588031,26.01795136600574,1.0959486438293415,0.0
A-n36-k5,small_02,small,NSGA2,balanced,1001,29.93797492980957,33662,22.099918630852656,8.306802747479415,1.0923188322258868,0.0
A-n36-k5,small_02,small,NSGA2,balanced,1007,30.15546417236328,34008,9.462807196003595,13.924784355280941,0.8255744782733301,3418.436124054795
A-n36-k5,small_02,small,NSGA2,balanced,1000,30.28739595413208,33463,14.89378567077685,50.730499072108394,0.9076463848607154,3655.784891632457
A-n36-k5,small_02,small,NSGA2,balanced,1003,30.389928102493286,34406,73.8828017463563,53.8379769813952,1.2206134401665178,0.0
A-n36-k5,small_02,small,NSGA2,balanced,1011,31.02655792236328,33698,8.71883010471685,8.388708581723417,0.7653237062112974,648.830208733215
A-n36-k5,small_02,small,NSGA2,balanced,1013,30.971396923065186,33559,18.937121664886444,15.765200567868309,1.0501788343486096,0.0
A-n36-k5,small_02,small,NSGA2,balanced,1010,31.310675382614136,34015,25.108630649272243,13.767335126739583,1.0113372192879913,0.0
A-n36-k5,small_02,small,NSGA2,balanced,1008,31.59730315208435,34006,18.06344579386821,18.65745267731913,1.114987089785568,0.0
A-n36-k5,small_02,small,NSGA2,balanced,1015,30.97098398208618,34197,46.11045210601353,20.695464889488026,1.1900714972597406,0.0
A-n36-k5,small_02,small,NSGA2,balanced,1009,31.5332088470459,34168,4.7957845026441115,15.374946285612344,0.7995819120460087,4953.213787332546
A-n36-k5,small_02,small,NSGA2,balanced,1012,31.503063917160034,33900,63.29717797145697,29.34688808016662,1.1221232193346053,0.0
A-n36-k5,small_02,small,NSGA2,balanced,1014,31.238528966903687,34023,101.57567508365516,53.82800505555298,1.1211640411990489,0.0
A-n36-k5,small_02,small,NSGA2,balanced,1018,21.415876150131226,33555,4.757010485452354,8.155491802857808,0.7346119443558801,5375.730071520341
A-n36-k5,small_02,small,NSGA2,balanced,1017,21.538103103637695,33684,12.770667119583521,9.740812366145942,1.0762189702691811,0.0
A-n36-k5,small_02,small,NSGA2,balanced,1016,21.822109937667847,33681,5.139745686709404,25.57886348304401,0.8993502436330715,3273.2266476729137
A-n36-k5,small_02,small,NSGA2,balanced,1019,21.45787787437439,33811,12.947965982140518,22.43407663214311,1.0046771851691385,1087.6277565393677
A-n36-k5,small_02,small,VEGA,balanced,1003,29.95763397216797,34671,195.47793289233942,268.0481634138893,0.9267896160494216,0.0
A-n36-k5,small_02,small,VEGA,balanced,1005,30.022722005844116,34744,129.26520160526925,220.03044123291164,0.7622062914577961,0.0
A-n36-k5,small_02,small,VEGA,balanced,1007,30.12075185775757,34734,199.11724406467937,270.52276427471816,0.9310695732315818,0.0
A-n36-k5,small_02,small,VEGA,balanced,1004,30.173590898513794,34770,165.41227837900064,291.5983599126169,0.8797024201490831,0.0
A-n36-k5,small_02,small,VEGA,balanced,1001,30.197837829589844,34714,83.03727378535498,172.4987782850854,0.7832959909390683,0.0
A-n36-k5,small_02,small,VEGA,balanced,1000,30.211512088775635,34719,123.15233445519863,182.3053513643539,0.8550897389242472,0.0
A-n36-k5,small_02,small,VEGA,balanced,1006,30.22305202484131,34856,133.0648748027635,220.55801758592588,0.9773849016756772,0.0
A-n36-k5,small_02,small,VEGA,balanced,1002,30.316647052764893,34630,157.89683153731602,244.48670832063706,0.8608438729380394,0.0
A-n36-k5,small_02,small,VEGA,balanced,1008,30.20465588569641,34665,185.19948043682757,276.1794182808238,0.7919209389832577,0.0
A-n36-k5,small_02,small,VEGA,balanced,1012,30.149986028671265,34614,126.62046896419501,175.58596740774564,0.9312723421960835,0.0
A-n36-k5,small_02,small,VEGA,balanced,1009,30.365967988967896,34741,76.4126219381444,154.08561088628116,0.7763795892858886,629.1627052597122
A-n36-k5,small_02,small,VEGA,balanced,1013,30.291553020477295,34664,96.16354699341244,252.894439261217,0.9243449956658456,0.0
A-n36-k5,small_02,small,VEGA,balanced,1011,30.344930171966553,34726,207.00685151357933,213.3489057843044,0.7306674469097217,0.0
A-n36-k5,small_02,small,VEGA,balanced,1014,30.32193398475647,34626,207.86688658399282,242.43533357792097,0.8034082220117723,0.0
A-n36-k5,small_02,small,VEGA,balanced,1010,30.44948720932007,34680,159.6462330774321,240.1007324871843,0.7848853768275664,0.0
A-n36-k5,small_02,small,VEGA,balanced,1015,30.599441289901733,34825,162.0660045628807,170.7951123014237,0.8477679322179745,0.0
A-n36-k5,small_02,small,VEGA,balanced,1016,21.811105728149414,34606,141.64765032908255,187.7487796611024,0.8028219182990395,0.0
A-n36-k5,small_02,small,VEGA,balanced,1017,21.75384283065796,34531,249.78329981757858,309.83634187561574,0.9206382550763116,0.0
A-n36-k5,small_02,small,VEGA,balanced,1018,21.881042003631592,34758,101.73052203253565,234.61345815214403,0.9353122652865393,0.0
A-n36-k5,small_02,small,VEGA,balanced,1019,21.985455989837646,34700,139.82558513915288,269.42082832765044,0.8795888493916774,0.0
A-n36-k5,small_02,small,NSGA2,thorough,1005,77.02741384506226,74982,4.506381786320841,5.817776018877838,1.142584198274895,0.0
A-n36-k5,small_02,small,NSGA2,thorough,1006,77.10580682754517,75375,3.371055488816774,4.40143015734672,0.9882054493150089,0.0
A-n36-k5,small_02,small,NSGA2,thorough,1007,77.18058395385742,75618,7.50808681197453,7.580684644161158,0.936642508124101,0.0
