instance,algorithm,preset,gd_fixed mean,gd_fixed std,igd_fixed mean,igd_fixed std,hv_fixed mean,hv_fixed std,spread_proxy mean,spread_proxy std
A-n32-k5,NSGA2,balanced,215.22394622765222,77.33192490211106,213.19652721167955,111.49792668744692,37103.13253671293,14959.236028719219,21.30381998548674,9.72900710043646
A-n32-k5,VEGA,balanced,44.380380932721565,27.715652807254525,158.16412691013724,64.50436836735696,26829.14405095837,8176.093472513069,31.246967592282942,16.042154633091894
A-n36-k5,NSGA2,balanced,132.15790065918867,53.86416105050793,135.035079642149,56.14344381707722,30390.37606603697,8417.973992154039,13.718721910971249,6.894296683018337
A-n36-k5,VEGA,balanced,36.37941209637188,24.317439569297502,83.87151931787217,54.50825415464794,20573.967693743412,8132.801535868445,21.029899621135666,20.64382851987143
B-n45-k6,NSGA2,balanced,1414212749.0071304,82.11911949928663,1414212714.5948613,91.65491775289952,1.1024987412490145e+18,135916571622.15474,9.903390580463237,6.921002419063804
B-n45-k6,VEGA,balanced,0.0,0.0,0.0,0.0,2500000000000000.0,0.0,0.0,0.0
