preset,instance,n_customers,n_vehicles,best_fitness,best_distance,runtime_s,generations,pop_size,evaluations,evals_per_sec
thorough,medium_01,20,14,0.0006615488253527287,1510.6042258359596,4.273812500061467,600,120,36120,8451.470437573129
