preset,instance,n_customers,n_vehicles,best_fitness,best_distance,runtime_s,generations,pop_size,evaluations,evals_per_sec
fast,large_01,30,30,0.00047039583123388063,2124.869179956232,0.6575975840678439,120,40,2440,3710.475918883952
