preset,instance,n_customers,n_vehicles,best_fitness,best_distance,runtime_s,generations,pop_size,evaluations,evals_per_sec
balanced,medium_02,26,20,0.0012280137024964833,813.3231610258548,2.403715541935526,300,80,12080,5025.5530611883105
