preset,instance,n_customers,n_vehicles,best_fitness,best_distance,runtime_s,generations,pop_size,evaluations,evals_per_sec
balanced,large_02,45,45,0.00024677519493969505,4051.2711378847134,8.428805625066161,300,80,12080,1433.1805165936757
