preset,instance,n_customers,n_vehicles,best_fitness,best_distance,runtime_s,generations,pop_size,evaluations,evals_per_sec
balanced,small_02,18,7,0.0015161291133582771,658.5744328033951,1.1698055829619989,300,80,12080,10326.502263233273
